Name,Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Ability
D. Wass,29,81,81,17,46,2158,1,2,3,4,3,2,162
E. Lamela,26,81,82,21,105,2100,0,2,2,4,4,3,163
D. Rose,27,81,81,14.5,92,2094,0,3,3,3,3,2,162
C. Vela,29,81,81,17.5,15,1986,0,3,2,4,2,4,162
Renato Augusto,30,81,81,16.5,28,2090,1,2,4,3,2,3,162
A. Valencia,32,81,81,10,120,2142,1,2,2,3,4,3,162
L. Fabiański,33,81,81,9,70,1212,1,2,2,1,2,1,162
João Moutinho,31,81,81,15,85,2164,1,3,4,3,3,3,162
Borja Valero,33,81,81,11,74,2039,1,3,4,4,2,3,162
F. Quagliarella,35,81,81,8,39,1933,1,2,4,4,2,4,162
B. Gomis,32,81,81,14,56,1891,1,3,3,4,2,4,162
Manuel Fernandes,32,81,81,14,1,2157,1,2,4,4,3,3,162
H. Herrera,28,81,81,17.5,20,2106,1,3,4,3,4,3,162
Raffael,33,81,81,11,41,2038,1,2,4,4,3,4,162
Nani,31,81,81,15.5,19,1970,1,3,5,5,3,3,162
J. Milner,32,81,81,13.5,120,2126,1,2,4,3,4,3,162
J. Mathieu,34,81,81,5.5,18,2048,0,3,2,2,3,2,162
Joaquín,36,81,81,6,24,1947,1,2,3,4,3,4,162
M. Gómez,21,80,85,20.5,25,1806,1,1,3,3,1,4,165
K. Havertz,19,80,89,22,32,1876,0,1,5,4,2,3,169
T. Ndombele,21,80,89,22.5,51,2096,1,1,3,4,4,3,169
H. Aouar,20,80,90,23.5,51,2048,1,1,4,4,3,3,170
Carlos Soler,21,80,87,21,31,2062,1,1,4,4,2,3,167
Odriozola,22,80,88,18.5,115,1991,1,1,3,3,3,2,168
M. Almirón,24,80,84,19.5,11,1988,0,1,2,4,4,3,164
Welington Dano,30,80,80,10.5,34,2068,0,1,4,4,2,2,160
Everton Andrão,34,80,80,4.5,34,2050,1,1,4,2,4,3,160
Oyarzabal,21,80,87,21,29,1879,0,1,3,3,3,3,167
F. Balbuena,26,80,83,15.5,80,1667,1,1,3,2,2,2,163
M. Marega,27,80,80,16,19,1923,1,2,3,2,3,4,160
B. Pavard,22,80,86,17.5,33,1965,1,1,3,3,2,2,166
W. Ndidi,21,80,85,17,50,2086,1,1,4,3,3,3,165
A. Onana,22,80,85,14.5,14,1369,1,2,3,1,2,1,165
G. Lo Celso,22,80,86,20,72,2105,0,1,3,3,3,3,166
M. Acuña,26,80,80,12.5,16,2265,0,2,3,4,3,2,160
Rúben Neves,21,80,87,20.5,59,2098,1,2,3,3,2,3,167
Mariano,24,80,85,20,140,2041,1,1,4,3,3,4,165
Raúl,28,80,80,12,19,1830,0,1,3,2,2,2,160
M. Caldara,24,80,86,17.5,73,1647,1,2,3,2,3,2,166
M. Vecino,26,80,81,14.5,63,2052,1,2,3,4,4,3,161
T. Bakayoko,23,80,85,17,85,1928,1,2,3,3,2,3,165
M. Dahoud,22,80,86,20,50,2052,1,2,4,4,4,3,166
Rafa,25,80,83,18.5,17,1886,1,2,4,4,3,4,163
K. Baldé,23,80,85,20,65,1921,1,2,4,4,2,3,165
G. Rulli,26,80,85,14,26,1264,1,3,3,1,2,1,165
F. Armani,31,80,80,9,22,1224,1,1,2,1,2,1,160
Rony Lopes,22,80,85,20,65,1878,0,2,3,4,3,3,165
Santi Mina,22,80,85,20,40,2017,1,1,4,3,3,4,165
K. Demirbay,24,80,84,19.5,37,2074,0,2,4,4,2,3,164
Gayà,23,80,85,16.5,33,2060,0,2,3,3,3,2,165
André Gomes,24,80,85,19.5,130,2065,1,3,4,4,2,3,165
N. Tagliafico,25,80,82,15,20,2025,0,2,2,3,3,2,162
M. Sanson,23,80,85,19.5,47,2169,1,2,4,4,2,3,165
Pacheco,26,80,83,13,23,1239,0,1,2,1,2,1,163
E. Can,24,80,85,19.5,91,2153,1,2,4,3,4,3,165
H. Çalhanoğlu,24,80,84,19.5,89,2085,1,3,4,4,2,3,164
M. Ginter,24,80,82,15.5,28,1901,1,2,3,2,2,2,162
M. Keane,25,80,83,15.5,88,1828,1,2,3,2,3,2,163
T. Stepanenko,28,80,80,12,1,2006,0,1,3,3,3,3,160
L. Shaw,22,80,85,16.5,96,2047,0,2,2,3,3,2,165
Z. Feddal,28,80,80,12,29,1765,0,1,2,2,2,2,160
S. Haller,24,80,83,19,41,1889,1,1,2,3,3,4,163
Bernard,25,80,81,17.5,97,1917,1,2,4,4,3,3,161
T. Inui,30,80,80,14,30,1974,1,1,4,4,2,3,160
Portu,26,80,81,17.5,37,2096,1,1,4,3,2,3,161
M. Batshuayi,24,80,84,19.5,105,1881,1,2,5,4,1,4,164
T. Vaclík,29,80,81,11.5,17,1223,1,1,3,1,2,1,161
N. Pope,26,80,83,13,48,1215,1,1,3,1,2,1,163
Héctor Bellerín,23,80,85,16.5,85,1990,1,3,3,3,2,2,165
P. Kadeřábek,26,80,81,14,39,1987,1,2,2,3,3,2,161
J. Butland,25,80,85,14,39,1338,1,2,3,1,2,1,165
J. Vestergaard,25,80,81,14.5,51,1700,1,2,4,2,2,2,161
J. Tarkowski,25,80,83,15.5,56,1858,1,1,4,2,2,2,163
Deulofeu,24,80,82,18.5,56,1926,1,3,4,4,2,4,162
E. Dier,24,80,84,16.5,73,2033,1,2,3,2,3,3,164
J. Murillo,26,80,84,16,38,1847,1,2,2,2,3,2,164
M. Badelj,29,80,80,11.5,53,2017,1,2,4,3,2,3,160
Ismaily,28,80,80,11.5,1,2073,0,1,2,4,4,2,160
N. Schulz,25,80,81,14.5,37,1988,0,1,2,3,3,2,161
L. Digne,24,80,84,16,79,2067,0,2,3,4,3,2,164
M. Uth,26,80,81,17.5,42,1943,0,1,3,3,3,4,161
Cristian Tello,26,80,80,16,30,1940,1,2,4,3,1,3,160
D. Vida,29,80,80,11.5,55,1816,1,3,3,2,3,2,160
L. Muriel,27,80,81,17.5,24,1909,1,2,4,4,3,4,161
V. Aboubakar,26,80,82,18,19,1994,1,3,3,5,3,4,162
A. Oxlade-Chamberlain,24,80,85,19.5,94,2125,1,2,4,4,4,3,165
S. Aurier,25,80,83,15.5,82,2091,1,2,3,3,4,2,163
J. Matip,26,80,82,15,99,1846,1,2,2,2,2,2,162
Y. Rakitskyi,28,80,80,12,1,2113,0,2,3,3,3,2,160
Sergi Enrich,28,80,80,15.5,34,1926,1,2,4,3,4,4,160
A. Yarmolenko,28,80,80,15,92,2022,0,3,2,4,3,3,160
Hugo Mallo,27,80,81,13.5,27,1905,1,2,3,3,3,2,161
André Almeida,27,80,80,12,15,2024,1,2,3,3,3,2,160
D. Didavi,28,80,80,15,44,2056,0,2,3,3,2,3,160
R. Rodríguez,25,80,83,15.5,81,2178,0,3,3,4,2,2,163
R. Pereyra,27,80,80,15.5,65,2052,1,2,4,4,3,3,160
Mario Gaspar,27,80,80,12,35,2081,1,2,3,3,3,2,160
Maicon,29,80,80,11.5,63,1873,1,2,3,2,3,2,160
D. Blind,28,80,80,12,22,2075,0,3,4,3,2,2,160
J. Zoet,27,80,83,12.5,16,1291,1,2,4,1,2,1,163
A. Ljajić,26,80,81,17.5,52,1933,1,2,4,4,2,3,161
Canales,27,80,80,15.5,30,1875,0,2,3,3,3,3,160
Iago Falqué,28,80,80,15,59,1951,0,3,3,4,4,4,160
L. de Jong,27,80,80,16,23,1925,1,2,3,2,3,4,160
Guaita,31,80,80,9,48,1361,1,2,3,1,2,1,160
Muniain,25,80,83,18.5,31,1977,1,2,3,4,3,3,163
Susaeta,30,80,80,14,33,1971,1,2,3,4,3,4,160
S. Rudy,28,80,80,12,37,2118,1,2,3,3,2,3,160
K. Trapp,27,80,81,11.5,61,1191,1,2,4,1,2,1,161
V. Wanyama,27,80,82,14.5,86,2043,1,2,3,2,3,3,162
N. Nkoulou,28,80,80,12,50,1878,1,3,3,3,2,2,160
R. Boudebouz,28,80,80,15,31,2004,0,2,4,4,3,3,160
Camacho,28,80,81,13.5,51,2005,1,2,3,2,3,3,161
S. Ulreich,29,80,80,10,61,1137,1,2,2,1,2,1,160
M. Musacchio,27,80,80,12.5,85,1892,1,3,3,3,2,2,160
C. Stuani,31,80,80,13.5,41,2018,1,1,3,4,1,4,160
P. Gulácsi,28,80,80,10.5,45,1223,1,2,2,1,2,1,160
Bruno,34,80,80,7,39,1967,0,3,3,3,3,3,160
F. Delph,28,80,80,11.5,120,2137,0,2,3,3,4,2,160
A. Lallana,30,80,80,13.5,110,2086,1,3,5,4,4,3,160
Marcelo,31,80,80,10,64,1792,1,2,2,2,1,2,160
S. Coleman,29,80,80,11,97,2065,1,2,3,3,4,2,160
Alexandre Pato,28,80,80,15.5,35,1944,1,3,3,4,2,4,160
Antunes,31,80,80,9.5,27,2149,0,2,3,3,3,2,160
Nacho Monreal,32,80,80,8,99,2011,0,2,3,3,3,2,160
Beñat,31,80,80,12.5,30,2071,1,2,3,3,2,3,160
A. Fernández,32,80,80,11,20,2068,1,2,3,4,2,3,160
K. Gameiro,31,80,80,13.5,45,2037,1,3,3,3,2,4,160
I. Piatti,33,80,80,9,13,2074,1,2,4,5,3,4,160
V. Birsa,31,80,80,13,23,2015,0,2,4,4,2,3,160
S. Romero,31,80,80,9,91,1251,1,3,3,1,2,1,160
D. Criscito,31,80,80,10,21,2123,0,2,3,3,2,2,160
D. Valeri,32,80,80,11.5,12,2009,1,2,3,3,3,4,160
D. Sturridge,28,80,80,15.5,125,1837,0,3,2,4,1,4,160
Raúl García,31,80,80,13,30,2165,1,2,3,4,3,3,160
S. Defour,30,80,80,13.5,65,2138,1,2,3,3,2,3,160
M. Škrtel,33,80,80,6,68,1640,1,3,2,2,3,2,160
S. Radu,31,80,80,10,51,1964,0,2,3,3,3,2,160
G. Cahill,32,80,80,8.5,99,1754,1,3,3,2,2,2,160
L. Diarra,33,80,80,6,75,1968,1,3,3,3,3,3,160
L. Perrin,32,80,80,8.5,37,1977,1,2,3,2,3,2,160
Dante,34,80,80,4.5,37,1820,0,3,4,2,3,2,160
A. Granqvist,33,80,80,0,0,1797,1,2,4,2,3,2,160
A. Gignac,32,80,80,12,70,1992,1,3,3,3,2,4,160
M. Gómez,32,80,80,12,46,1806,1,3,4,3,3,4,160
I. Akinfeev,32,80,80,8.5,1,1208,1,3,3,1,2,1,160
I. Denisov,34,80,80,4.5,1,2044,1,2,3,3,3,3,160
Juanfran,33,80,80,5.5,53,2053,1,3,3,3,3,2,160
Diego López,36,80,80,2,17,1188,1,3,3,1,2,1,160
Santi Cazorla,33,80,80,8.5,39,2025,1,3,5,5,2,3,160
Jesús Navas,32,80,80,11.5,22,2048,1,2,2,3,2,3,160
J. Mascherano,34,80,80,4.5,20,1973,1,4,3,2,2,3,160
A. Mirante,34,80,80,6,51,1199,1,2,2,1,2,1,160
D. Srna,36,80,80,1.7,27,2204,1,3,4,3,4,2,160
B. Schweinsteiger,33,80,80,6,11,2093,1,4,3,3,2,2,160
Moyá,34,80,80,6,26,1187,1,2,2,1,2,1,160
W. Rooney,32,80,80,12,13,2126,1,4,4,3,3,4,160
Fernando Torres,34,80,80,8,10,1885,1,3,4,3,2,4,160
S. Sorrentino,39,80,80,1,10,1178,1,2,3,1,2,1,160
V. Tsygankov,20,79,86,18,1,1919,0,1,4,4,3,3,165
Rúben Dias,21,79,85,15,10,1641,1,1,4,2,3,2,164
David Neres,21,79,86,18,18,1884,0,2,3,5,3,4,165
Raphinha,21,79,86,18,13,2018,0,1,3,4,3,3,165
A. Harit,21,79,86,18,27,1870,1,2,4,5,3,3,165
Richarlison,21,79,86,18,79,2009,1,1,5,4,4,4,165
L. Martínez,20,79,86,18,54,1892,1,1,4,4,3,4,165
F. Kessié,21,79,88,19.5,24,2149,1,2,4,3,4,3,167
Luimo Boas Santos,30,79,79,12,26,1895,1,1,4,4,3,4,158
Gabri Prestão,26,79,79,9,24,1153,1,1,3,1,2,1,158
Melvin Parrela,30,79,79,9.5,20,2099,1,1,3,2,2,3,158
Antônio Chiamuloira,30,79,79,9.5,30,1813,0,1,3,2,2,2,158
Maikel Catarino,34,79,79,3.6,38,1953,1,1,3,3,3,2,158
André Silva,22,79,87,19,84,1957,1,2,3,4,3,4,166
C. Pulisic,19,79,87,18,26,1925,1,3,4,4,2,3,166
M. Dmitrović,26,79,80,10,21,1210,0,1,2,1,2,1,159
L. Tousart,21,79,84,14.5,43,1949,1,2,3,3,3,3,163
Marcos Llorente,23,79,87,16,110,1869,1,1,3,3,2,3,166
B. Verbič,24,79,81,15.5,1,1978,1,1,3,4,3,3,160
S. Bergwijn,20,79,86,18,17,1930,1,1,2,4,2,4,165
A. Diallo,22,79,86,15,43,1876,0,2,3,3,3,2,165
A. Golovin,22,79,85,17,61,2107,1,1,4,4,4,3,164
M. Campaña,29,79,80,10,21,1243,1,1,3,1,2,1,159
C. Pavón,22,79,85,17.5,27,2030,1,1,3,3,3,4,164
K. Toko-Ekambi,25,79,80,15,38,1878,1,2,4,3,3,4,159
Granell,29,79,79,12,37,2052,0,1,4,3,2,2,158
F. Cervi,24,79,84,17,15,1996,0,2,3,5,4,4,163
J. Weigl,22,79,84,14.5,43,1918,1,3,3,3,2,3,163
V. Lindelöf,23,79,85,14.5,91,1943,1,2,3,3,2,2,164
A. Rebić,24,79,82,16,39,1987,1,1,3,3,3,3,161
A. Sanabria,22,79,85,17.5,27,1894,1,1,4,4,3,4,164
R. Battaglia,26,79,80,14.5,17,2030,1,1,4,3,2,3,159
M. Philipp,24,79,84,17,53,1974,1,2,4,4,3,4,163
A. Saint-Maximin,21,79,86,18,31,1823,1,2,4,4,2,4,165
D. Zappacosta,26,79,81,12.5,94,2069,1,2,3,3,4,2,160
L. Alario,25,79,82,16,67,1834,1,2,3,3,3,4,161
D. Benedetto,28,79,79,13,32,1955,1,2,5,3,2,4,158
I. Marcone,28,79,80,11.5,31,1915,1,1,3,3,3,3,159
J. Gbamin,22,79,84,14.5,26,2037,1,1,3,3,3,3,163
J. Lerma,23,79,84,14.5,55,2096,1,1,4,3,3,3,163
Ricardo Horta,23,79,84,17,16,1983,1,1,4,3,3,3,163
R. Zobnin,24,79,86,15,1,2056,1,1,3,4,4,3,165
M. Meyer,22,79,83,16,53,2018,1,2,4,4,2,3,162
Bruma,23,79,83,16.5,48,1957,1,2,4,4,3,4,162
R. Centurión,25,79,81,15.5,25,1935,1,1,3,4,3,3,160
Jonny,24,79,83,13.5,43,1928,1,2,3,3,4,2,162
Otávio,23,79,85,17.5,15,1963,1,1,3,4,2,3,164
J. Hofmann,25,79,80,15,32,1913,1,2,4,3,2,3,159
N. Aké,23,79,84,14.5,55,1969,0,1,3,2,3,2,163
J. Hector,28,79,79,10,26,2049,0,3,3,3,2,2,158
S. Kolašinac,25,79,82,13,89,1937,0,2,2,3,3,2,161
G. Pizarro,28,79,79,10,58,1995,1,1,3,3,3,3,158
Roger,27,79,80,14.5,32,1933,1,2,3,3,3,4,159
Sergio Rico,24,79,83,11.5,13,1204,1,2,3,1,2,1,162
L. Milivojević,27,79,81,12.5,56,2045,1,1,2,2,3,3,160
D. Baselli,26,79,82,15.5,49,2097,1,2,3,4,3,3,161
K. Rekik,23,79,83,14,26,1781,0,1,2,2,3,2,162
Denis Suárez,24,79,86,17.5,120,2016,1,2,3,3,2,3,165
W. Orban,25,79,81,13,48,1642,1,2,3,2,3,2,160
Mário Rui,27,79,80,11.5,60,2066,0,2,3,3,3,2,159
Iñigo Martínez,27,79,80,12,26,1943,0,2,2,2,2,2,159
K. Zouma,23,79,83,14,80,1856,1,2,3,2,2,2,162
Roque Mesa,29,79,79,10,20,1968,1,2,3,3,4,3,158
J. Brooks,25,79,84,14,44,1714,0,2,3,2,2,2,163
L. Karius,25,79,83,11.5,71,1228,1,2,3,1,2,1,162
Zé Luís,27,79,80,14.5,1,1892,0,1,4,4,2,4,159
D. Klaassen,25,79,81,15,32,2063,1,2,3,3,4,3,160
M. Elyounoussi,23,79,85,17.5,48,1972,1,1,4,4,3,3,164
L. Bittencourt,24,79,82,16,35,2026,1,2,4,4,3,3,161
Sergi Darder,24,79,83,16,29,1937,1,2,3,4,1,3,162
J. Roussillon,25,79,84,14,44,2093,0,2,3,3,3,2,163
D. Demme,26,79,80,12,50,1982,1,1,4,3,3,3,159
J. Gouweleeuw,26,79,80,12,28,1921,1,1,3,2,3,2,159
M. Rojo,28,79,79,10,115,1998,0,3,2,3,3,2,158
J. Veretout,25,79,84,16.5,59,2101,1,1,3,3,3,3,163
L. Kurzawa,25,79,82,13,68,2110,0,2,3,4,2,2,161
G. Ramírez,27,79,79,13,41,1945,0,2,3,4,1,3,158
David López,28,79,79,10,32,1917,1,1,3,2,3,2,158
C. Tătăruşanu,32,79,79,7,23,1228,1,2,3,1,2,1,158
A. Mandi,26,79,82,13,26,1942,1,1,3,2,3,2,161
D. Sidibé,25,79,80,12,61,2085,1,2,4,3,4,2,159
Y. Konoplyanka,28,79,79,12.5,41,1935,1,2,3,4,2,4,158
S. Berghuis,26,79,80,15,20,1953,0,2,3,3,2,4,159
H. Vanaken,25,79,81,15.5,27,1975,1,1,5,4,4,3,160
Campaña,25,79,82,15.5,28,2065,1,1,3,3,2,3,161
M. van Ginkel,25,79,80,14.5,98,2102,1,2,4,3,4,3,159
Nolito,31,79,79,11,21,2012,1,3,3,4,2,3,158
M. Gregoritsch,24,79,82,16,27,1906,0,2,3,4,2,3,161
Ibai Gómez,28,79,79,12.5,31,2084,1,1,4,3,3,3,158
Danilo,26,79,80,12,110,2128,1,2,4,3,3,2,159
R. Barkley,24,79,82,16,89,1980,1,2,5,4,2,3,161
M. Ryan,26,79,81,10.5,41,1341,1,1,4,1,2,1,160
Sergio León,29,79,79,12.5,32,1917,1,2,4,4,3,4,158
B. Stambouli,27,79,79,10.5,33,1923,1,2,4,2,2,2,158
J. Guilavogui,27,79,80,12,46,1965,1,2,3,2,3,3,159
Sérgio Oliveira,26,79,82,15.5,17,2049,1,1,3,3,2,3,161
D. Caligiuri,30,79,79,9,33,2162,1,2,4,3,2,2,158
C. Wilson,26,79,81,15.5,77,1902,1,1,3,4,3,4,160
P. Jones,26,79,80,12,110,1827,1,2,3,2,3,2,159
Borja García,27,79,79,13,35,2011,1,1,3,3,3,3,158
Y. Belhanda,28,79,79,12.5,65,2128,1,2,4,4,2,3,158
G. Pezzella,27,79,81,12.5,56,1667,1,1,3,2,2,2,160
Jaume Costa,30,79,79,9,34,2028,0,1,3,3,4,2,158
C. Tosun,27,79,80,14.5,105,1951,1,2,4,3,3,4,159
Escudero,28,79,79,10,20,2075,0,1,2,3,3,3,158
Kike García,28,79,79,13,32,1829,1,1,4,3,2,4,158
Elkeson,28,79,79,13,25,2058,1,2,4,4,3,4,158
Ricardo Goulart,27,79,80,14.5,25,1975,1,2,4,4,3,4,159
J. Guðmundsson,27,79,79,13,61,2084,0,1,4,4,4,3,158
N. Clyne,27,79,80,11.5,94,2016,1,2,2,3,3,2,159
M. Hitz,30,79,79,8,41,1183,1,2,3,1,2,1,158
De Marcos,29,79,79,9.5,27,2073,1,2,3,4,3,2,158
B. Mee,28,79,79,10,58,1799,0,1,3,2,3,2,158
Rafael,27,79,79,10.5,60,2108,1,2,3,4,3,2,158
Iborra,30,79,79,9.5,66,1975,1,2,4,3,2,3,158
J. Wilshere,26,79,81,15,83,2050,0,3,2,3,2,3,160
B. Hübner,28,79,79,10,39,1659,0,2,2,2,2,2,158
Souza,29,79,79,10,44,2043,1,2,4,3,2,3,158
F. Coquelin,27,79,80,12,36,2002,1,2,3,3,3,3,159
Alex Teixeira,28,79,79,13,30,2039,1,3,4,4,3,4,158
A. Dzagoev,28,79,79,12.5,1,2115,1,3,3,4,3,3,158
I. Smolnikov,29,79,79,0,0,2038,1,2,3,3,4,2,158
Y. M'Vila,28,79,80,11.5,36,2027,1,2,3,3,2,3,159
K. Asamoah,29,79,79,9.5,62,2168,0,2,3,4,4,2,158
R. Zieler,29,79,80,10,32,1163,1,2,3,1,2,1,159
D. Drinkwater,28,79,79,12.5,110,2023,1,2,4,3,2,3,158
N. Kalinić,30,79,79,12,60,1868,1,3,4,3,4,4,158
Mariano,32,79,79,7,57,2106,1,1,3,3,2,2,158
S. Feghouli,28,79,79,12.5,65,1927,1,3,3,4,2,3,158
Adrien Silva,29,79,79,12,75,2083,1,3,4,3,3,3,158
Fernando,30,79,79,9.5,57,1939,1,2,2,3,3,3,158
I. Traoré,30,79,79,12,34,1979,0,2,2,4,4,3,158
G. Mercado,31,79,79,8.5,19,1988,1,1,3,2,2,2,158
N. Petersen,29,79,79,12.5,35,1833,1,2,4,3,4,4,158
O. Karnezis,32,79,79,7,48,1207,1,2,3,1,2,1,158
M. Sakho,28,79,80,11.5,58,1698,0,3,2,2,3,2,159
Sidnei,28,79,80,11.5,27,1780,1,2,2,2,3,2,159
S. Jovetić,28,79,79,13,79,1962,1,3,4,3,2,4,158
Eder,31,79,79,11.5,29,1946,1,3,4,4,3,4,158
J. Hernández,30,79,79,12,90,1864,1,3,3,3,1,4,158
Fabricio,30,79,79,8,47,1321,1,1,4,1,2,1,158
Kiko Casilla,31,79,79,7.5,105,1279,1,2,2,1,2,1,158
Ángel,31,79,79,11.5,31,1854,1,1,3,3,3,4,158
M. Schneiderlin,28,79,79,10,92,1991,1,2,3,3,2,3,158
M. Fellaini,30,79,79,11.5,120,1994,1,3,3,3,2,3,158
P. Wernbloom,32,79,79,7,1,2000,1,2,3,3,3,3,158
D. Ospina,29,79,79,8.5,80,1172,1,2,3,1,2,1,158
S. Mignolet,30,79,79,8,76,1254,1,3,2,1,2,1,158
A. Begović,31,79,79,7.5,52,1234,1,3,2,1,2,1,158
N. Şahin,29,79,79,10,32,2054,0,3,3,3,2,3,158
R. Bertrand,28,79,79,10,53,2004,0,2,3,3,3,2,158
A. Masiello,32,79,79,7,30,1727,1,2,2,2,3,2,158
T. Walcott,29,79,79,12.5,105,1939,1,3,3,3,2,3,158
Charles,34,79,79,6.5,31,1895,1,1,3,4,4,4,158
T. Heaton,32,79,79,7,45,1266,1,2,3,1,2,1,158
H. Ben Arfa,31,79,79,11,38,1911,0,3,4,5,1,3,158
D. Abraham,31,79,79,8.5,37,1877,1,2,2,2,2,2,158
E. Lavezzi,33,79,79,8,22,2070,1,3,4,4,2,3,158
S. Kalou,32,79,79,10,34,1952,1,3,3,4,1,3,158
J. Farfán,33,79,79,7.5,1,1999,1,2,3,4,1,3,158
R. Babel,31,79,79,11,55,1973,1,3,3,4,1,3,158
A. Young,32,79,79,7,110,2120,1,2,3,4,3,2,158
J. Hart,31,79,79,7.5,45,1260,1,3,3,1,2,1,158
L. López,35,79,79,6,22,2055,1,2,4,4,4,4,158
D. Baier,34,79,79,3.8,28,1953,1,2,3,3,3,3,158
B. Yılmaz,32,79,79,10,41,1917,1,2,3,3,2,4,158
R. Adler,33,79,79,6.5,25,1155,1,2,3,1,2,1,158
S. Lichtsteiner,34,79,79,3.6,94,2020,1,3,3,3,4,2,158
E. Adebayor,34,79,79,6.5,34,1835,1,3,3,3,2,4,158
E. Belözoğlu,37,79,79,4,23,2047,0,2,4,4,2,3,158
Loren,24,78,83,14,25,1722,1,1,3,3,2,4,161
Éder Militão,20,78,87,14,10,1946,1,1,2,2,3,2,165
F. Chiesa,20,78,87,16,46,1914,1,2,4,4,4,4,165
M. Lazzari,24,78,81,13,15,1841,1,1,3,3,4,3,159
A. Hakimi,19,78,86,12.5,49,2024,1,1,2,3,3,2,164
S. Nakajima,23,78,84,14,12,1951,1,1,4,4,4,4,162
L. Jović,20,78,86,15.5,12,1813,1,1,5,3,2,4,164
S. Ascacíbar,21,78,84,12,24,1890,1,1,3,3,3,3,162
A. Lafont,19,78,90,14,12,1200,1,2,3,1,2,1,168
T. Alexander-Arnold,19,78,88,14,36,2025,1,1,3,3,3,2,166
F. Krovinović,22,78,84,14,12,1962,1,1,4,4,3,3,162
Sidney Pessinho,26,78,78,9,27,2012,1,1,3,2,4,3,156
Everticinho,30,78,78,7.5,29,2075,1,1,3,4,2,2,156
Claudio Coíntra,34,78,78,5,30,1903,0,1,5,4,3,3,156
Ronaldo Esler,30,78,78,7.5,34,1991,0,1,3,4,3,2,156
P. Lees-Melou,25,78,80,12.5,33,2031,1,1,3,4,4,3,158
B. Chilwell,21,78,85,12.5,43,1976,0,1,3,3,4,2,163
João Novais,24,78,81,13,15,2017,1,1,3,4,3,3,159
D. Calabria,21,78,88,14.5,52,1946,1,1,3,3,2,2,166
F. Mendy,23,78,86,13,47,2061,0,1,5,4,3,2,164
L. Pellegrini,22,78,84,14,51,2027,1,2,3,3,2,3,162
Soares,27,78,79,12,17,1925,1,1,3,3,4,4,157
Daniel Podence,22,78,84,14,1,1848,1,1,4,4,3,3,162
M. Díaz,32,78,78,6,15,1143,1,1,2,1,2,1,156
G. Martínez,25,78,82,13.5,25,1926,0,1,2,4,2,3,160
M. Eggestein,21,78,84,14,22,1982,1,1,4,3,4,3,162
Trezeguet,23,78,80,13,15,1865,1,3,5,4,3,3,158
N. Amiri,21,78,85,14.5,27,1973,1,1,3,4,2,3,163
Vallejo,21,78,86,13.5,81,1738,1,1,3,2,2,2,164
J. Gomez,21,78,88,14.5,61,1742,1,1,3,3,2,2,166
Diogo Jota,21,78,86,15.5,56,2031,1,2,4,4,4,4,164
Joan Jordán,23,78,83,13.5,22,1978,1,1,4,3,2,3,161
Dyego Sousa,28,78,78,10.5,19,1738,1,1,3,3,3,4,156
A. Marušić,25,78,79,12.5,46,2088,1,1,4,4,3,3,157
David Soria,25,78,80,9,18,1245,1,1,3,1,2,1,158
V. Rongier,23,78,83,14,25,2043,1,2,3,3,3,3,161
W. Weghorst,25,78,80,13,48,1781,1,1,3,3,4,4,158
O. Al Soma,29,78,78,10.5,47,1949,1,2,4,3,2,4,156
M. Nakamba,24,78,83,12,20,1937,0,1,2,3,3,3,161
Petros,29,78,78,10,43,1994,1,1,3,4,3,3,156
Pablo Maffeo,20,78,86,13,24,1937,1,1,3,3,2,2,164
Y. Mina,23,78,85,12.5,68,1741,1,1,2,2,3,2,163
M. Dúbravka,29,78,80,8.5,39,1275,1,1,2,1,2,1,158
Diego Carlos,25,78,80,10.5,25,1822,1,2,4,2,3,2,158
D. Djené,26,78,79,10,23,1795,1,1,4,2,3,2,157
G. Simeone,22,78,85,15,53,1906,1,2,3,3,4,4,163
M. Meza,25,78,79,12.5,23,2009,1,1,3,4,2,3,157
Bastos,26,78,79,10,44,1710,1,2,3,2,3,2,157
S. Lobotka,23,78,84,14,22,1954,1,1,4,4,3,3,162
Y. Tielemans,21,78,87,16,47,2088,1,2,5,4,2,3,165
Marcelo Goiano,30,78,78,7.5,15,1945,1,1,4,3,2,2,156
K. Tete,22,78,83,11.5,47,1897,1,2,3,3,3,2,161
Capa,26,78,81,10.5,23,2068,1,1,4,3,4,2,159
M. Sportiello,26,78,81,9,22,1241,1,2,2,1,2,1,159
Jemerson,25,78,81,11,55,1696,1,2,2,2,2,2,159
N. Maksimović,26,78,81,11,54,1584,1,2,3,2,3,2,159
D. Zapata,27,78,79,12,41,1774,1,2,4,3,2,4,157
J. Correa,23,78,83,14,42,1855,1,1,4,4,3,3,161
E. Rigoni,25,78,81,13,29,1977,0,1,5,4,1,3,159
C. Izquierdoz,29,78,78,8,25,1674,1,1,2,2,3,2,156
W. Barrios,24,78,85,12.5,20,1853,1,1,3,3,3,3,163
J. Mojica,25,78,81,10.5,28,2055,0,1,2,3,3,2,159
A. Selikhov,24,78,82,9.5,1,1216,1,1,4,1,2,1,160
A. Iwobi,22,78,84,14,81,1739,1,1,3,4,2,3,162
D. Laxalt,25,78,80,12.5,76,1992,0,2,3,4,4,2,158
N. Bentaleb,23,78,83,13.5,29,2044,0,2,2,4,2,3,161
